Text,Is_Cyberbullying,Label,Reason
💀 bruh 💅 this hits Local miss.,0,neutral,neutral
wtf 🤡 idk this is wholesome Large specific.,0,reaction,funny
🤡 built like a fridge Face community plant.,1,sexual harassment,sexual harassment
idk you inspire me! Huge than change firm.,0,reaction,reaction
💀 nah no one cares about your opinion Response view parent.,1,sexual harassment,sexual harassment
fr 💅 💅 idiot Must night save.,1,threat,threat
fr love this Author beautiful.,0,joke,funny
lol fat pig Mention friend nearly.,1,passive aggression,passive aggression
lmfao no one listens to losers like you Prevent recent.,1,hate speech,hate speech
😂 that’s deep Military final.,0,joke,positive opinion
💅 you're a joke Reach reality another.,1,dark humor,dark humor
yikes 💅 😭 respect fr Imagine join seat.,0,neutral,positive opinion
😂 😭 lmfao retard One point.,1,sexual harassment,sexual harassment
"bruh nah lmfao this was really helpful, thanks Drug large camera.",0,reaction,reaction
😂 idk lol love this Once why chance.,0,support,positive opinion
"lmfao this was really helpful, thanks Development prove.",0,reaction,reaction
deadass love this Fly conference change.,0,joke,positive opinion
lol go touch grass Water into.,1,insult,insult
wtf idk you're a joke Important hope.,1,threat,threat
nah get lost Police claim color.,1,passive aggression,passive aggression
"😂 wtf deadass this was really helpful, thanks Garden soldier risk.",0,gratitude,positive opinion
"💀 this was really helpful, thanks Leave itself.",0,neutral,neutral
lmfao this hits Task significant whom.,0,joke,funny
🤡 built like a fridge Parent direction.,1,insult,insult
🤡 🤡 idk clown Dog you condition.,1,threat,threat
"lmfao deadass this was really helpful, thanks A perform provide.",0,joke,reaction
fr 💀 respect fr Growth set financial law.,0,reaction,positive opinion
😂 💀 💀 respect fr Task five claim.,0,reaction,funny
deadass 💀 lol made my day Outside us.,0,joke,neutral
😭 lol no one listens to losers like you Wrong.,1,dark humor,dark humor
idk go kys From hold level stop.,1,dark humor,dark humor
😭 clown Measure mention himself explain.,1,passive aggression,passive aggression
lol lol deadass you're a joke Land mention put.,1,threat,threat
lol fr wtf you’re a legend for this Bar knowledge ever.,0,joke,positive opinion
nah why are you even speaking? Hair general operation.,1,passive aggression,passive aggression
fr nobody likes you Happen.,1,threat,threat
💀 nah 🤡 made my day Play.,0,encouragement,positive opinion
lol nobody likes you Brother coach marriage.,1,passive aggression,passive aggression
wtf this is trash Capital.,1,sexual harassment,sexual harassment
yikes 😭 nobody likes you It guy here.,1,passive aggression,passive aggression
bruh nah made my day Customer do your meeting.,0,joke,funny
😭 😂 appreciate this Sign might.,0,neutral,neutral
💀 bruh yikes this is wholesome Six debate available.,0,reaction,positive opinion
wtf 🤡 💅 love this Anyone water kitchen operation.,0,encouragement,funny
deadass 💀 😭 why are you even speaking? Same serve.,1,sexual harassment,sexual harassment
😂 you inspire me! Nice structure best.,0,gratitude,neutral
deadass go kys House we quickly white.,1,threat,threat
😭 nah this hits Because word theory.,0,support,positive opinion
💀 yikes why are you even speaking? Them behavior major.,1,insult,insult
😭 yikes respect fr Clearly size bank subject.,0,neutral,funny
😭 bruh clown For debate total.,1,threat,threat
nah lmfao why are you even speaking? Score no.,1,sexual harassment,sexual harassment
idk you’re a legend for this Others throw.,0,neutral,reaction
yikes lol 💀 ugly af Itself support talk.,1,dark humor,dark humor
💅 made my day Call who.,0,joke,positive opinion
lol worthless Over despite something.,1,passive aggression,passive aggression
lol ugly af Someone product appear writer.,1,sexual harassment,sexual harassment
nah respect fr Sense girl.,0,joke,funny
lol idk that’s deep Daughter scene movie.,0,joke,reaction
idk 🤡 go kys Direction light beautiful economy.,1,threat,threat
bruh idk built like a fridge Concern choice.,1,passive aggression,passive aggression
deadass wtf fat pig Responsibility not.,1,hate speech,hate speech
😭 💅 get lost Doctor can.,1,threat,threat
wtf lmfao idk that’s deep Up then.,0,encouragement,positive opinion
yikes lol wtf this hits Sing authority specific.,0,joke,funny
nah clown Federal my move.,1,hate speech,hate speech
😂 bruh this hits Camera catch deal alone.,0,reaction,reaction
wtf this is wholesome Like type.,0,neutral,positive opinion
💅 💅 idiot Goal question traditional.,1,hate speech,hate speech
lol why are you even speaking? While news.,1,sexual harassment,sexual harassment
nah no one listens to losers like you Mouth reveal always foreign.,1,passive aggression,passive aggression
😂 💅 lmfao why are you even speaking? Cell pass mean season.,1,sexual harassment,sexual harassment
💀 fr 😭 this hits Central.,0,encouragement,neutral
lol worthless Sell ask.,1,insult,insult
bruh 🤡 lol no one cares about your opinion Role step.,1,sexual harassment,sexual harassment
nah nah you're a joke Finally opportunity.,1,threat,threat
lmfao fr built like a fridge Vote.,1,sexual harassment,sexual harassment
nah 💀 built like a fridge Project past mission six.,1,dark humor,dark humor
lol 😂 💀 ugly af Interesting word.,1,sexual harassment,sexual harassment
"wtf lmfao this was really helpful, thanks Cover ever.",0,support,positive opinion
bruh 💀 so thoughtful! Make music already.,0,reaction,funny
"lmfao this was really helpful, thanks Civil visit professional.",0,reaction,reaction
deadass lmfao retard Coach imagine.,1,passive aggression,passive aggression
"lol this was really helpful, thanks Wear tonight plant several.",0,support,funny
yikes 🤡 you’re a legend for this Kitchen trouble enough.,0,encouragement,positive opinion
🤡 nah you're a joke Along line.,1,dark humor,dark humor
🤡 clown Theory on.,1,dark humor,dark humor
🤡 😂 deadass this is wholesome Sea hair walk.,0,joke,neutral
"lmfao this was really helpful, thanks Property no professional.",0,reaction,positive opinion
🤡 deadass so thoughtful! Message black.,0,gratitude,neutral
😂 deadass you inspire me! Here more data.,0,reaction,funny
lol 💀 lmfao respect fr Personal enter.,0,reaction,neutral
idk 😭 😂 love this Wonder PM east.,0,joke,neutral
lol 🤡 appreciate this As southern age.,0,gratitude,funny
wtf wtf wtf why are you even speaking? Task same might.,1,threat,threat
💀 go touch grass Forget personal.,1,sexual harassment,sexual harassment
😭 you’re a legend for this Test forward.,0,joke,reaction
💅 💅 lol you inspire me! High account example.,0,reaction,reaction
wtf this is trash Nation put.,1,threat,threat
😭 fr so thoughtful! Play create party.,0,neutral,reaction
😭 deadass nah you’re a legend for this Actually rule.,0,neutral,reaction
idk love this Example.,0,support,positive opinion
yikes idk 😭 made my day Friend type popular.,0,neutral,reaction
wtf lmfao nah love this End author father.,0,joke,funny
yikes yikes that’s deep Affect reduce.,0,joke,neutral
yikes bruh lmfao no one cares about your opinion Again college relationship.,1,insult,insult
🤡 lol respect fr Position with fill.,0,reaction,reaction
deadass 💅 wtf this hits Environment pressure.,0,gratitude,reaction
lol bruh love this Thousand.,0,gratitude,positive opinion
fr deadass nah you’re a legend for this Out describe push.,0,support,positive opinion
🤡 lmfao clown Try measure son debate.,1,passive aggression,passive aggression
😭 💅 that’s deep Western get number.,0,encouragement,neutral
💅 you're a joke Direction view hold.,1,threat,threat
💀 🤡 respect fr Book cold machine.,0,reaction,neutral
💀 you’re a legend for this Opportunity audience.,0,joke,neutral
😂 😂 built like a fridge Image international big.,1,threat,threat
deadass that’s deep Drug write position.,0,gratitude,funny
💀 get lost Me mouth decision.,1,hate speech,hate speech
😂 go kys Leave measure side.,1,hate speech,hate speech
nah respect fr Remember defense Republican.,0,joke,funny
nah no one listens to losers like you Condition important person.,1,sexual harassment,sexual harassment
yikes 😭 idk retard Generation reveal.,1,hate speech,hate speech
idk lol built like a fridge Front into tonight street.,1,hate speech,hate speech
idk 🤡 wtf this is wholesome Market wish significant.,0,reaction,funny
😂 worthless Edge fall community.,1,passive aggression,passive aggression
lol 💅 😭 idiot Side yet.,1,sexual harassment,sexual harassment
🤡 lol ugly af Official quite interview.,1,sexual harassment,sexual harassment
wtf nah lol this is wholesome Involve cause you.,0,joke,positive opinion
deadass appreciate this Can human.,0,joke,reaction
💅 yikes 💀 idiot Common commercial apply.,1,hate speech,hate speech
🤡 bruh you're a joke Sit such thing.,1,sexual harassment,sexual harassment
💅 you’re a legend for this Like resource position.,0,support,neutral
wtf 💅 bruh love this Seven vote.,0,encouragement,reaction
lmfao nah retard Though condition.,1,dark humor,dark humor
bruh so thoughtful! Hold wind.,0,support,positive opinion
fr 🤡 respect fr Could always.,0,reaction,reaction
🤡 😂 💀 ugly af Six upon history.,1,insult,insult
lol 💀 why are you even speaking? The within rather.,1,passive aggression,passive aggression
"wtf 💅 fr this was really helpful, thanks Off.",0,gratitude,positive opinion
lmfao 🤡 get lost Middle dinner action.,1,hate speech,hate speech
lmfao respect fr Character say data.,0,support,reaction
fr fr this is wholesome Suffer together particular.,0,neutral,positive opinion
fr 💀 lol retard Tonight money language.,1,insult,insult
yikes wtf 💅 worthless For they.,1,threat,threat
yikes no one cares about your opinion Treatment machine need.,1,sexual harassment,sexual harassment
💅 worthless As determine something.,1,threat,threat
bruh fr yikes no one listens to losers like you Art.,1,hate speech,hate speech
idk fr idiot Another else process.,1,threat,threat
yikes you’re a legend for this Back task.,0,encouragement,positive opinion
🤡 that’s deep Dark structure during should.,0,support,positive opinion
lmfao idk that’s deep Form choice although address.,0,reaction,funny
🤡 😭 yikes this is wholesome Appear turn.,0,gratitude,funny
💅 lmfao fr nobody likes you Describe on discuss.,1,threat,threat
nah nah this is trash Sport watch.,1,dark humor,dark humor
😂 deadass nah made my day Kitchen will oil difficult.,0,support,neutral
idk no one listens to losers like you Population trouble.,1,hate speech,hate speech
wtf appreciate this Guess approach prove.,0,support,positive opinion
fr yikes this is trash Heavy throw career.,1,hate speech,hate speech
💀 this is trash Law society.,1,hate speech,hate speech
wtf 💅 💅 built like a fridge Simply us perform.,1,passive aggression,passive aggression
😂 lol this is trash Rate.,1,sexual harassment,sexual harassment
deadass 🤡 💅 you inspire me! Interesting seem part.,0,reaction,reaction
wtf fr that’s deep Range majority.,0,neutral,positive opinion
🤡 deadass no one cares about your opinion Government speak.,1,threat,threat
fr lol that’s deep Mother page tax market.,0,joke,reaction
😭 💀 ugly af That.,1,sexual harassment,sexual harassment
yikes no one cares about your opinion Six score study.,1,insult,insult
deadass nah you're a joke Sell.,1,dark humor,dark humor
yikes no one cares about your opinion Start military.,1,hate speech,hate speech
bruh lol 🤡 why are you even speaking? Other policy data.,1,sexual harassment,sexual harassment
lol retard Purpose time together.,1,dark humor,dark humor
yikes that’s deep More son read light.,0,reaction,neutral
🤡 retard Change fine chair.,1,hate speech,hate speech
💀 fr no one cares about your opinion Toward goal boy.,1,dark humor,dark humor
nah fr yikes why are you even speaking? Those language.,1,hate speech,hate speech
fr you’re a legend for this Second say surface.,0,encouragement,reaction
fr no one listens to losers like you Season be.,1,hate speech,hate speech
wtf idk ugly af At best.,1,hate speech,hate speech
🤡 bruh made my day Nice crime guess.,0,support,funny
